customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
1308,23,Male,Coat,Outerwear,32,Missouri,L,Black,Summer,3.1,No,Express,Yes,43,PayPal,Annually,"Young Adult",365
1310,32,Male,Blouse,Clothing,21,Hawaii,L,Lavender,Summer,4.7,No,"Store Pickup",Yes,41,Cash,Quarterly,Adult,90
1312,32,Male,Shoes,Footwear,87,Tennessee,M,Maroon,Fall,4.2,No,Express,Yes,12,Venmo,Annually,Adult,365
1313,66,Male,T-shirt,Clothing,79,Missouri,M,Violet,Winter,3,No,"Store Pickup",Yes,19,"Bank Transfer",Monthly,Senior,30
1315,42,Male,Boots,Footwear,67,Missouri,S,Magenta,Summer,3.4,No,"Free Shipping",Yes,49,"Debit Card",Annually,Adult,365
1316,56,Male,Shorts,Clothing,75,Mississippi,L,Green,Spring,4.2,No,"2-Day Shipping",Yes,29,"Debit Card",Quarterly,Middle_aged,90
1318,28,Male,Pants,Clothing,43,Kentucky,M,Green,Spring,2.8,No,"Free Shipping",Yes,19,Cash,Monthly,"Young Adult",30
1320,65,Male,Sunglasses,Accessories,24,Oklahoma,M,Magenta,Spring,4,No,Standard,Yes,48,"Bank Transfer",Weekly,Senior,7
1321,56,Male,Hat,Accessories,31,California,XL,Teal,Fall,3.1,No,"Free Shipping",Yes,19,"Debit Card",Annually,Middle_aged,365
1323,23,Male,Pants,Clothing,74,Washington,M,Violet,Winter,4,No,"Next Day Air",Yes,17,"Bank Transfer",Quarterly,"Young Adult",90
1325,39,Male,Jewelry,Accessories,77,Indiana,S,Orange,Summer,3.8,No,"Free Shipping",Yes,11,"Credit Card",Fortnightly,Adult,14
1326,28,Male,Backpack,Accessories,73,Oregon,L,Gold,Summer,3.5,No,Express,Yes,1,Cash,Monthly,"Young Adult",30
1327,40,Male,Shoes,Footwear,50,Texas,M,Indigo,Spring,3.8,No,"Free Shipping",Yes,17,Cash,Monthly,Adult,30
1328,52,Male,Coat,Outerwear,40,Florida,M,Turquoise,Winter,2.8,No,Standard,Yes,37,Cash,Weekly,Middle_aged,7
1329,37,Male,Sweater,Clothing,97,"Rhode Island",M,Orange,Winter,3.7,No,Standard,Yes,40,"Bank Transfer",Weekly,Adult,7
1333,66,Male,Hoodie,Clothing,60,Alaska,S,Gold,Spring,4.3,No,"Store Pickup",Yes,16,"Bank Transfer",Quarterly,Senior,90
1334,29,Male,Pants,Clothing,69,Idaho,M,Lavender,Winter,2.7,No,"Next Day Air",Yes,9,"Bank Transfer",Quarterly,"Young Adult",90
1335,46,Male,Coat,Outerwear,52,"West Virginia",S,White,Spring,3.8,No,"Store Pickup",Yes,12,Venmo,Monthly,Middle_aged,30
1336,56,Male,Boots,Footwear,49,Nevada,M,Lavender,Fall,4.8,No,"2-Day Shipping",Yes,26,"Credit Card",Weekly,Middle_aged,7
1337,23,Male,Sneakers,Footwear,85,Oregon,M,Charcoal,Spring,4.8,No,"Store Pickup",Yes,44,"Debit Card",Fortnightly,"Young Adult",14
1339,56,Male,Handbag,Accessories,51,Alabama,S,Yellow,Winter,2.6,No,Standard,Yes,43,PayPal,Fortnightly,Middle_aged,14
1342,26,Male,Hoodie,Clothing,27,"Rhode Island",XL,Yellow,Fall,3.7,No,Standard,Yes,31,"Bank Transfer",Quarterly,"Young Adult",90
1343,57,Male,Sunglasses,Accessories,43,Arizona,XL,Yellow,Summer,3.4,No,"2-Day Shipping",Yes,11,"Bank Transfer",Monthly,Middle_aged,30
1344,68,Male,Sneakers,Footwear,56,Florida,M,Indigo,Spring,3.4,No,Standard,Yes,34,"Bank Transfer",Monthly,Senior,30
1345,56,Male,T-shirt,Clothing,37,"New York",S,Violet,Fall,4.9,No,"Next Day Air",Yes,14,Cash,Annually,Middle_aged,365
1346,40,Male,Dress,Clothing,21,Nebraska,M,White,Fall,3.6,No,Standard,Yes,42,Venmo,Weekly,Adult,7
1348,44,Male,Sweater,Clothing,95,Vermont,M,Cyan,Summer,3.9,No,"2-Day Shipping",Yes,47,"Bank Transfer",Monthly,Adult,30
1349,19,Male,Belt,Accessories,54,Nebraska,XL,Purple,Spring,3.2,No,Standard,Yes,23,"Credit Card",Fortnightly,"Young Adult",14
1352,30,Male,Coat,Outerwear,31,Vermont,L,Maroon,Summer,2.8,No,"2-Day Shipping",Yes,28,"Bank Transfer",Quarterly,"Young Adult",90
1355,64,Male,Backpack,Accessories,42,Maryland,M,Gray,Spring,3.6,No,"2-Day Shipping",Yes,21,"Bank Transfer",Quarterly,Senior,90
1357,49,Male,Jacket,Outerwear,61,Indiana,M,Cyan,Spring,4,No,"Free Shipping",Yes,34,"Bank Transfer",Annually,Middle_aged,365
1358,24,Male,Backpack,Accessories,66,Texas,S,Red,Summer,3.5,No,"Next Day Air",Yes,20,Cash,Quarterly,"Young Adult",90
1360,27,Male,Hoodie,Clothing,68,"North Carolina",S,Cyan,Winter,4.3,No,"Store Pickup",Yes,26,"Bank Transfer",Fortnightly,"Young Adult",14
1361,56,Male,Skirt,Clothing,43,Alabama,L,Black,Fall,2.8,No,Express,Yes,4,"Bank Transfer",Annually,Middle_aged,365
1362,49,Male,Dress,Clothing,32,Alabama,M,Beige,Fall,3.7,No,"Next Day Air",Yes,39,"Debit Card",Monthly,Middle_aged,30
1363,41,Male,Coat,Outerwear,46,Colorado,M,Gray,Fall,4.3,No,Express,Yes,29,Cash,Weekly,Adult,7
1364,36,Male,Blouse,Clothing,90,Wisconsin,L,Red,Summer,4,No,Express,Yes,47,PayPal,Quarterly,Adult,90
1366,28,Male,Handbag,Accessories,69,Indiana,M,Magenta,Winter,4.5,No,"Store Pickup",Yes,18,"Bank Transfer",Fortnightly,"Young Adult",14
1367,45,Male,Belt,Accessories,40,Iowa,M,Magenta,Fall,3.1,No,"Free Shipping",Yes,10,"Credit Card",Fortnightly,Middle_aged,14
1368,60,Male,Belt,Accessories,63,Iowa,S,Black,Fall,3.8,No,Express,Yes,25,Cash,Quarterly,Senior,90
1369,21,Male,Shirt,Clothing,36,Wisconsin,L,Orange,Summer,4.9,No,Express,Yes,2,Cash,Weekly,"Young Adult",7
1370,32,Male,Shoes,Footwear,75,Iowa,M,Green,Winter,3.2,No,Standard,Yes,48,Venmo,Fortnightly,Adult,14
1372,40,Male,Pants,Clothing,64,Mississippi,M,Charcoal,Spring,2.8,No,"Store Pickup",Yes,42,"Credit Card",Monthly,Adult,30
1374,18,Male,Gloves,Accessories,40,Virginia,L,Turquoise,Winter,2.6,No,"Store Pickup",Yes,6,Cash,Quarterly,"Young Adult",90
1375,22,Male,Handbag,Accessories,97,"New York",M,Red,Fall,2.7,No,"Free Shipping",Yes,5,"Bank Transfer",Quarterly,"Young Adult",90
1376,42,Male,Sneakers,Footwear,31,Maine,L,Brown,Spring,4.1,No,"2-Day Shipping",Yes,8,"Credit Card",Annually,Adult,365
1377,57,Male,Sandals,Footwear,65,"New Jersey",L,Pink,Spring,5,No,"Free Shipping",Yes,24,PayPal,Annually,Middle_aged,365
1378,33,Male,Sunglasses,Accessories,54,Maryland,L,Olive,Spring,3,No,"Next Day Air",Yes,42,Venmo,Monthly,Adult,30
1379,37,Male,Jacket,Outerwear,49,Kentucky,XL,Lavender,Fall,3.6,No,"Free Shipping",Yes,24,Venmo,Weekly,Adult,7
1381,51,Male,Sneakers,Footwear,35,Massachusetts,S,Beige,Winter,4.6,No,Standard,Yes,41,Cash,Fortnightly,Middle_aged,14
1382,30,Male,Shoes,Footwear,86,Illinois,L,Green,Winter,2.9,No,Standard,Yes,48,Venmo,Quarterly,"Young Adult",90
1383,68,Male,Jacket,Outerwear,55,Michigan,L,Brown,Winter,4.8,No,Express,Yes,16,"Bank Transfer",Quarterly,Senior,90
1384,36,Male,Scarf,Accessories,58,Wisconsin,M,Beige,Spring,3.3,No,Express,Yes,4,Venmo,Monthly,Adult,30
1385,46,Male,Sneakers,Footwear,96,Alaska,M,Beige,Fall,4.6,No,Standard,Yes,8,"Bank Transfer",Weekly,Middle_aged,7
1387,68,Male,Jacket,Outerwear,56,Oregon,M,Silver,Fall,4,No,"Next Day Air",Yes,4,"Debit Card",Quarterly,Senior,90
1388,21,Male,Blouse,Clothing,85,Maryland,M,Gold,Winter,3.8,No,Standard,Yes,20,"Credit Card",Monthly,"Young Adult",30
1389,62,Male,Dress,Clothing,23,Arkansas,M,Lavender,Spring,3.9,No,Express,Yes,40,Cash,Quarterly,Senior,90
1390,59,Male,Scarf,Accessories,72,Illinois,L,Orange,Fall,2.6,No,"Store Pickup",Yes,8,"Debit Card",Fortnightly,Senior,14
1391,25,Male,Hat,Accessories,38,Arkansas,M,Maroon,Summer,4.3,No,Standard,Yes,42,"Debit Card",Weekly,"Young Adult",7
1392,53,Male,Blouse,Clothing,29,Mississippi,S,White,Winter,3.6,No,Express,Yes,38,"Credit Card",Annually,Middle_aged,365
1394,46,Male,Gloves,Accessories,58,Idaho,L,Yellow,Spring,3.9,No,Express,Yes,14,PayPal,Fortnightly,Middle_aged,14
1395,26,Male,Coat,Outerwear,43,Iowa,L,Magenta,Fall,4.7,No,"Next Day Air",Yes,39,Cash,Weekly,"Young Adult",7
1397,37,Male,Pants,Clothing,30,Wisconsin,XL,Lavender,Winter,3,No,"Next Day Air",Yes,49,"Debit Card",Monthly,Adult,30
1398,55,Male,Sunglasses,Accessories,67,Massachusetts,S,Magenta,Summer,4.7,No,"Store Pickup",Yes,33,PayPal,Annually,Middle_aged,365
1399,30,Male,Dress,Clothing,45,Texas,M,Cyan,Summer,2.5,No,"Free Shipping",Yes,25,"Credit Card",Weekly,"Young Adult",7
1400,19,Male,Hat,Accessories,81,Nebraska,M,Olive,Winter,3.1,No,"Store Pickup",Yes,48,Venmo,Annually,"Young Adult",365
1402,23,Male,Sandals,Footwear,59,Indiana,M,Blue,Fall,3.5,No,"2-Day Shipping",Yes,1,PayPal,Weekly,"Young Adult",7
1403,62,Male,Sunglasses,Accessories,21,"North Dakota",L,White,Summer,3.1,No,Express,Yes,47,PayPal,Monthly,Senior,30
1405,36,Male,Jewelry,Accessories,28,"New Mexico",M,Charcoal,Winter,3.5,No,"Next Day Air",Yes,10,"Debit Card",Weekly,Adult,7
